"contest_num","nickname","task","solved","count(*)"
2,ainureg,C - Цифровая сортировка,0,2
2,ainureg,C - Цифровая сортировка,1,1
2,ainureg,D - Гриша после дискотеки,0,16
2,ainureg,D - Гриша после дискотеки,1,1
2,albert_goryaeff,A - $k$-я имперская порядковая статистика,0,3
2,albert_goryaeff,A - $k$-я имперская порядковая статистика,1,1
2,albert_goryaeff,B - Сортировка подсчетом,0,1
2,albert_goryaeff,B - Сортировка подсчетом,1,1
2,albert_goryaeff,C - Цифровая сортировка,0,2
2,albert_goryaeff,C - Цифровая сортировка,1,1
2,albert_goryaeff,D - Гриша после дискотеки,0,3
2,albert_goryaeff,D - Гриша после дискотеки,1,1
2,alekandr.tarelkin,A - $k$-я имперская порядковая статистика,0,48
2,alekandr.tarelkin,A - $k$-я имперская порядковая статистика,1,1
2,alekandr.tarelkin,B - Сортировка подсчетом,0,1
2,alekandr.tarelkin,B - Сортировка подсчетом,1,1
2,alekandr.tarelkin,C - Цифровая сортировка,1,1
2,alekandr.tarelkin,D - Гриша после дискотеки,0,3
2,alekandr.tarelkin,D - Гриша после дискотеки,1,1
2,alekxd,A - $k$-я имперская порядковая статистика,0,5
2,alekxd,A - $k$-я имперская порядковая статистика,1,1
2,alekxd,B - Сортировка подсчетом,1,1
2,alekxd,C - Цифровая сортировка,0,1
2,alekxd,C - Цифровая сортировка,1,1
2,alekxd,D - Гриша после дискотеки,0,12
2,alekxd,D - Гриша после дискотеки,1,1
2,alexandrpankratov9,A - $k$-я имперская порядковая статистика,0,9
2,alexandrpankratov9,A - $k$-я имперская порядковая статистика,1,1
2,alexandrpankratov9,B - Сортировка подсчетом,1,1
2,alexandrpankratov9,C - Цифровая сортировка,1,1
2,alexandrpankratov9,D - Гриша после дискотеки,0,3
2,alexey_opolchenov,A - $k$-я имперская порядковая статистика,0,16
2,alexey_opolchenov,A - $k$-я имперская порядковая статистика,1,1
2,alexey_opolchenov,B - Сортировка подсчетом,0,1
2,alexey_opolchenov,B - Сортировка подсчетом,1,1
2,alexey_opolchenov,C - Цифровая сортировка,0,2
2,alexey_opolchenov,C - Цифровая сортировка,1,1
2,alexey_opolchenov,D - Гриша после дискотеки,0,12
2,alexey_opolchenov,D - Гриша после дискотеки,1,1
2,alexeydukhovich,A - $k$-я имперская порядковая статистика,0,5
2,alexeydukhovich,A - $k$-я имперская порядковая статистика,1,1
2,alexeydukhovich,B - Сортировка подсчетом,1,1
2,alexeydukhovich,C - Цифровая сортировка,1,1
2,alexeydukhovich,D - Гриша после дискотеки,0,7
2,alexeydukhovich,D - Гриша после дискотеки,1,1
2,alexiv95.95,A - $k$-я имперская порядковая статистика,0,21
2,alexiv95.95,A - $k$-я имперская порядковая статистика,1,1
2,alexiv95.95,B - Сортировка подсчетом,1,1
2,alexiv95.95,C - Цифровая сортировка,1,1
2,alexiv95.95,D - Гриша после дискотеки,0,7
2,aliaksandr.shcharbitski,A - $k$-я имперская порядковая статистика,1,1
2,aliaksandr.shcharbitski,B - Сортировка подсчетом,0,1
2,aliaksandr.shcharbitski,B - Сортировка подсчетом,1,1
2,aliaksandr.shcharbitski,C - Цифровая сортировка,1,1
2,aliaksandr.shcharbitski,D - Гриша после дискотеки,1,1
2,alibek_lfc,A - $k$-я имперская порядковая статистика,0,2
2,alibek_lfc,A - $k$-я имперская порядковая статистика,1,1
2,alibek_lfc,B - Сортировка подсчетом,1,1
2,alibek_lfc,C - Цифровая сортировка,0,1
2,alibek_lfc,C - Цифровая сортировка,1,1
2,alibek_lfc,D - Гриша после дискотеки,0,1
2,alimantu,A - $k$-я имперская порядковая статистика,0,12
2,alimantu,A - $k$-я имперская порядковая статистика,1,1
2,alimantu,B - Сортировка подсчетом,1,1
2,alimantu,C - Цифровая сортировка,1,1
2,alimantu,D - Гриша после дискотеки,0,1
2,alimantu,D - Гриша после дискотеки,1,1
2,alishabr,A - $k$-я имперская порядковая статистика,0,29
2,alishabr,A - $k$-я имперская порядковая статистика,1,1
2,alishabr,B - Сортировка подсчетом,1,1
2,alishabr,C - Цифровая сортировка,0,9
2,alishabr,C - Цифровая сортировка,1,1
2,alishabr,D - Гриша после дискотеки,0,40
2,alishabr,D - Гриша после дискотеки,1,1
2,ananasnya,A - $k$-я имперская порядковая статистика,0,28
2,ananasnya,A - $k$-я имперская порядковая статистика,1,1
2,ananasnya,B - Сортировка подсчетом,1,1
2,ananasnya,C - Цифровая сортировка,1,1
2,ananasnya,D - Гриша после дискотеки,0,5
2,ananasnya,D - Гриша после дискотеки,1,1
2,andreiAP,A - $k$-я имперская порядковая статистика,1,1
2,andreiAP,B - Сортировка подсчетом,0,3
2,andreiAP,B - Сортировка подсчетом,1,1
2,andreiAP,D - Гриша после дискотеки,0,4
2,andrey91,A - $k$-я имперская порядковая статистика,0,2
2,andrey91,A - $k$-я имперская порядковая статистика,1,1
2,andrey91,B - Сортировка подсчетом,1,1
2,andrey91,C - Цифровая сортировка,1,1
2,andrey91,D - Гриша после дискотеки,0,3
2,andrey91,D - Гриша после дискотеки,1,1
2,androidegsensation,A - $k$-я имперская порядковая статистика,0,1
2,androidegsensation,A - $k$-я имперская порядковая статистика,1,1
2,androidegsensation,B - Сортировка подсчетом,0,3
2,androidegsensation,B - Сортировка подсчетом,1,1
2,androidegsensation,C - Цифровая сортировка,1,1
2,aniko,A - $k$-я имперская порядковая статистика,0,5
2,aniko,A - $k$-я имперская порядковая статистика,1,1
2,aniko,B - Сортировка подсчетом,0,1
2,aniko,B - Сортировка подсчетом,1,1
2,aniko,C - Цифровая сортировка,1,1
2,aniko,D - Гриша после дискотеки,0,7
2,aniko,D - Гриша после дискотеки,1,1
2,ann_gerasimchik,A - $k$-я имперская порядковая статистика,0,7
2,ann_gerasimchik,A - $k$-я имперская порядковая статистика,1,1
2,ann_gerasimchik,B - Сортировка подсчетом,1,1
2,ann_gerasimchik,C - Цифровая сортировка,0,1
2,ann_gerasimchik,C - Цифровая сортировка,1,1
2,ann_gerasimchik,D - Гриша после дискотеки,1,1
2,anyamb,A - $k$-я имперская порядковая статистика,0,4
2,anyamb,B - Сортировка подсчетом,0,1
2,anyamb,B - Сортировка подсчетом,1,1
2,aorew,A - $k$-я имперская порядковая статистика,0,11
2,aorew,A - $k$-я имперская порядковая статистика,1,1
2,aorew,B - Сортировка подсчетом,0,1
2,aorew,B - Сортировка подсчетом,1,1
2,aorew,C - Цифровая сортировка,1,1
2,aorew,D - Гриша после дискотеки,0,14
2,aorew,D - Гриша после дискотеки,1,1
2,artfowl,A - $k$-я имперская порядковая статистика,0,13
2,artfowl,A - $k$-я имперская порядковая статистика,1,1
2,artfowl,B - Сортировка подсчетом,0,2
2,artfowl,B - Сортировка подсчетом,1,1
2,artfowl,C - Цифровая сортировка,1,1
2,artfowl,D - Гриша после дискотеки,0,1
2,artfowl,D - Гриша после дискотеки,1,1
2,artysav97,A - $k$-я имперская порядковая статистика,0,7
2,artysav97,A - $k$-я имперская порядковая статистика,1,1
2,artysav97,B - Сортировка подсчетом,1,1
2,artysav97,C - Цифровая сортировка,1,1
2,artysav97,D - Гриша после дискотеки,0,3
2,artysav97,D - Гриша после дискотеки,1,1
2,asv715,A - $k$-я имперская порядковая статистика,0,10
2,asv715,A - $k$-я имперская порядковая статистика,1,1
2,asv715,B - Сортировка подсчетом,0,1
2,asv715,B - Сортировка подсчетом,1,1
2,asv715,C - Цифровая сортировка,0,1
2,asv715,C - Цифровая сортировка,1,1
2,asv715,D - Гриша после дискотеки,0,7
2,asv715,D - Гриша после дискотеки,1,1
2,asviel,A - $k$-я имперская порядковая статистика,0,8
2,asviel,A - $k$-я имперская порядковая статистика,1,1
2,asviel,B - Сортировка подсчетом,1,1
2,asviel,C - Цифровая сортировка,1,1
2,asviel,D - Гриша после дискотеки,0,17
2,asviel,D - Гриша после дискотеки,1,1
2,asyash26,A - $k$-я имперская порядковая статистика,0,19
2,asyash26,A - $k$-я имперская порядковая статистика,1,1
2,asyash26,B - Сортировка подсчетом,0,1
2,asyash26,B - Сортировка подсчетом,1,1
2,asyash26,C - Цифровая сортировка,0,1
2,asyash26,C - Цифровая сортировка,1,1
2,azapletin,A - $k$-я имперская порядковая статистика,1,1
2,azapletin,B - Сортировка подсчетом,1,1
2,azapletin,C - Цифровая сортировка,1,1
2,azapletin,D - Гриша после дискотеки,0,5
2,azapletin,D - Гриша после дискотеки,1,1
2,babina.daria,A - $k$-я имперская порядковая статистика,0,12
2,babina.daria,A - $k$-я имперская порядковая статистика,1,1
2,babina.daria,B - Сортировка подсчетом,0,1
2,babina.daria,B - Сортировка подсчетом,1,1
2,babina.daria,C - Цифровая сортировка,1,1
2,babina.daria,D - Гриша после дискотеки,0,8
2,babina.daria,D - Гриша после дискотеки,1,1
2,badlo_v,A - $k$-я имперская порядковая статистика,0,1
2,badlo_v,B - Сортировка подсчетом,1,1
2,badlo_v,D - Гриша после дискотеки,0,5
2,berlios,A - $k$-я имперская порядковая статистика,0,13
2,berlios,A - $k$-я имперская порядковая статистика,1,1
2,berlios,B - Сортировка подсчетом,1,1
2,berlios,C - Цифровая сортировка,1,1
2,berlios,D - Гриша после дискотеки,0,12
2,biquaternion,A - $k$-я имперская порядковая статистика,0,3
2,biquaternion,A - $k$-я имперская порядковая статистика,1,1
2,biquaternion,B - Сортировка подсчетом,1,1
2,biquaternion,C - Цифровая сортировка,0,2
2,biquaternion,C - Цифровая сортировка,1,1
2,biquaternion,D - Гриша после дискотеки,0,6
2,biquaternion,D - Гриша после дискотеки,1,1
2,birlikov,A - $k$-я имперская порядковая статистика,0,2
2,birlikov,A - $k$-я имперская порядковая статистика,1,1
2,birlikov,B - Сортировка подсчетом,0,1
2,birlikov,B - Сортировка подсчетом,1,1
2,birlikov,C - Цифровая сортировка,1,1
2,birlikov,D - Гриша после дискотеки,0,2
2,birlikov,D - Гриша после дискотеки,1,1
2,brutalfacepalm,A - $k$-я имперская порядковая статистика,0,49
2,brutalfacepalm,A - $k$-я имперская порядковая статистика,1,1
2,brutalfacepalm,B - Сортировка подсчетом,0,1
2,brutalfacepalm,B - Сортировка подсчетом,1,1
2,brutalfacepalm,C - Цифровая сортировка,1,1
2,brutalfacepalm,D - Гриша после дискотеки,0,20
2,brutalfacepalm,D - Гриша после дискотеки,1,1
2,cherninkiy,A - $k$-я имперская порядковая статистика,1,1
2,cherninkiy,B - Сортировка подсчетом,1,1
2,cherninkiy,C - Цифровая сортировка,0,1
2,cherninkiy,C - Цифровая сортировка,1,1
2,cherninkiy,D - Гриша после дискотеки,0,18
2,cherninkiy,D - Гриша после дискотеки,1,1
2,cmepthbiu,A - $k$-я имперская порядковая статистика,0,6
2,cmepthbiu,A - $k$-я имперская порядковая статистика,1,1
2,cmepthbiu,B - Сортировка подсчетом,1,1
2,cmepthbiu,C - Цифровая сортировка,0,3
2,cmepthbiu,C - Цифровая сортировка,1,1
2,cmepthbiu,D - Гриша после дискотеки,0,4
2,cmepthbiu,D - Гриша после дискотеки,1,1
2,cvetvitaly,A - $k$-я имперская порядковая статистика,1,1
2,cvetvitaly,B - Сортировка подсчетом,0,2
2,cvetvitaly,B - Сортировка подсчетом,1,1
2,cvetvitaly,C - Цифровая сортировка,1,1
2,cvetvitaly,D - Гриша после дискотеки,0,2
2,cvetvitaly,D - Гриша после дискотеки,1,1
2,cyrus_msk,A - $k$-я имперская порядковая статистика,0,9
2,cyrus_msk,A - $k$-я имперская порядковая статистика,1,1
2,cyrus_msk,B - Сортировка подсчетом,0,1
2,cyrus_msk,B - Сортировка подсчетом,1,1
2,cyrus_msk,C - Цифровая сортировка,1,1
2,cyrus_msk,D - Гриша после дискотеки,0,2
2,cyrus_msk,D - Гриша после дискотеки,1,1
2,d.a.gornostaev,A - $k$-я имперская порядковая статистика,0,47
2,d.a.gornostaev,A - $k$-я имперская порядковая статистика,1,1
2,d.a.gornostaev,B - Сортировка подсчетом,1,1
2,d.a.gornostaev,C - Цифровая сортировка,0,1
2,d.a.gornostaev,C - Цифровая сортировка,1,1
2,d.a.gornostaev,D - Гриша после дискотеки,0,14
2,d.a.gornostaev,D - Гриша после дискотеки,1,1
2,d.pronin,A - $k$-я имперская порядковая статистика,1,1
2,d.pronin,B - Сортировка подсчетом,1,1
2,danya_hm,A - $k$-я имперская порядковая статистика,0,9
2,danya_hm,A - $k$-я имперская порядковая статистика,1,1
2,danya_hm,B - Сортировка подсчетом,1,1
2,danya_hm,C - Цифровая сортировка,0,2
2,danya_hm,C - Цифровая сортировка,1,1
2,danya_hm,D - Гриша после дискотеки,0,4
2,danya_hm,D - Гриша после дискотеки,1,1
2,dertty,A - $k$-я имперская порядковая статистика,0,99
2,dertty,A - $k$-я имперская порядковая статистика,1,1
2,dertty,B - Сортировка подсчетом,1,1
2,dertty,C - Цифровая сортировка,1,1
2,dertty,D - Гриша после дискотеки,0,30
2,dertty,D - Гриша после дискотеки,1,1
2,dimared,B - Сортировка подсчетом,1,1
2,dimared,C - Цифровая сортировка,0,1
2,dimared,C - Цифровая сортировка,1,1
2,dirvuk,A - $k$-я имперская порядковая статистика,0,10
2,dirvuk,B - Сортировка подсчетом,1,1
2,dirvuk,C - Цифровая сортировка,1,1
2,dirvuk,D - Гриша после дискотеки,0,8
2,dkulemin,A - $k$-я имперская порядковая статистика,0,4
2,dkulemin,A - $k$-я имперская порядковая статистика,1,1
2,dkulemin,B - Сортировка подсчетом,1,1
2,dkulemin,C - Цифровая сортировка,0,1
2,dkulemin,C - Цифровая сортировка,1,1
2,dkulemin,D - Гриша после дискотеки,0,14
2,dkulemin,D - Гриша после дискотеки,1,1
2,dmitri.silantiev,A - $k$-я имперская порядковая статистика,0,8
2,dmitri.silantiev,A - $k$-я имперская порядковая статистика,1,1
2,dmitri.silantiev,B - Сортировка подсчетом,1,1
2,dmitri.silantiev,C - Цифровая сортировка,1,1
2,dmitri.silantiev,D - Гриша после дискотеки,0,16
2,dmitry.okhotnikov,A - $k$-я имперская порядковая статистика,0,5
2,dmitry.okhotnikov,A - $k$-я имперская порядковая статистика,1,1
2,dmitry.okhotnikov,B - Сортировка подсчетом,1,1
2,dmitry.okhotnikov,C - Цифровая сортировка,0,3
2,dmitry.okhotnikov,C - Цифровая сортировка,1,1
2,dmitry.okhotnikov,D - Гриша после дискотеки,0,4
2,dmitry.okhotnikov,D - Гриша после дискотеки,1,1
2,dominator124,A - $k$-я имперская порядковая статистика,0,7
2,dominator124,A - $k$-я имперская порядковая статистика,1,1
2,dominator124,B - Сортировка подсчетом,1,1
2,dominator124,C - Цифровая сортировка,1,1
2,dominator124,D - Гриша после дискотеки,0,4
2,dominator124,D - Гриша после дискотеки,1,1
2,dyakin.nikolay,A - $k$-я имперская порядковая статистика,0,30
2,dyakin.nikolay,A - $k$-я имперская порядковая статистика,1,1
2,dyakin.nikolay,B - Сортировка подсчетом,0,1
2,dyakin.nikolay,B - Сортировка подсчетом,1,1
2,dyakin.nikolay,C - Цифровая сортировка,0,3
2,dyakin.nikolay,C - Цифровая сортировка,1,1
2,dyakin.nikolay,D - Гриша после дискотеки,0,28
2,dyakin.nikolay,D - Гриша после дискотеки,1,1
2,easyguy_made,A - $k$-я имперская порядковая статистика,0,3
2,easyguy_made,B - Сортировка подсчетом,0,2
2,easyguy_made,B - Сортировка подсчетом,1,1
2,empty_kettle,A - $k$-я имперская порядковая статистика,0,1
2,empty_kettle,A - $k$-я имперская порядковая статистика,1,1
2,empty_kettle,B - Сортировка подсчетом,1,1
2,empty_kettle,C - Цифровая сортировка,1,1
2,empty_kettle,D - Гриша после дискотеки,1,1
2,erik_mv,A - $k$-я имперская порядковая статистика,0,3
2,erik_mv,A - $k$-я имперская порядковая статистика,1,1
2,erik_mv,B - Сортировка подсчетом,0,4
2,erik_mv,B - Сортировка подсчетом,1,1
2,erik_mv,C - Цифровая сортировка,0,7
2,erik_mv,C - Цифровая сортировка,1,1
2,erik_mv,D - Гриша после дискотеки,0,10
2,erik_mv,D - Гриша после дискотеки,1,1
2,ermekaitygulov,A - $k$-я имперская порядковая статистика,1,1
2,ermekaitygulov,B - Сортировка подсчетом,0,1
2,ermekaitygulov,B - Сортировка подсчетом,1,1
2,ermekaitygulov,C - Цифровая сортировка,1,1
2,ermekaitygulov,D - Гриша после дискотеки,0,2
2,ermekaitygulov,D - Гриша после дискотеки,1,1
2,evgenyto,A - $k$-я имперская порядковая статистика,0,4
2,evgenyto,B - Сортировка подсчетом,0,1
2,evgenyto,B - Сортировка подсчетом,1,1
2,evgenyto,C - Цифровая сортировка,0,3
2,evgenyto,D - Гриша после дискотеки,0,22
2,evgerher1,A - $k$-я имперская порядковая статистика,0,7
2,evgerher1,B - Сортировка подсчетом,0,2
2,evgerher1,B - Сортировка подсчетом,1,1
2,evgerher1,C - Цифровая сортировка,0,4
2,evgerher1,C - Цифровая сортировка,1,1
2,evgerher1,D - Гриша после дискотеки,0,10
2,exotol,A - $k$-я имперская порядковая статистика,0,12
2,exotol,A - $k$-я имперская порядковая статистика,1,1
2,exotol,B - Сортировка подсчетом,1,1
2,exotol,C - Цифровая сортировка,1,1
2,exotol,D - Гриша после дискотеки,0,1
2,exotol,D - Гриша после дискотеки,1,1
2,fahenrgeit,A - $k$-я имперская порядковая статистика,0,19
2,fahenrgeit,A - $k$-я имперская порядковая статистика,1,1
2,fahenrgeit,B - Сортировка подсчетом,0,1
2,fahenrgeit,B - Сортировка подсчетом,1,1
2,fahenrgeit,C - Цифровая сортировка,1,1
2,fahenrgeit,D - Гриша после дискотеки,0,6
2,fahenrgeit,D - Гриша после дискотеки,1,1
2,fiztehno,A - $k$-я имперская порядковая статистика,0,4
2,fiztehno,A - $k$-я имперская порядковая статистика,1,1
2,fiztehno,B - Сортировка подсчетом,1,1
2,fiztehno,C - Цифровая сортировка,0,11
2,fiztehno,C - Цифровая сортировка,1,1
2,fiztehno,D - Гриша после дискотеки,1,1
2,fizyamat,A - $k$-я имперская порядковая статистика,0,22
2,fizyamat,A - $k$-я имперская порядковая статистика,1,1
2,fizyamat,B - Сортировка подсчетом,1,1
2,fizyamat,C - Цифровая сортировка,1,1
2,fizyamat,D - Гриша после дискотеки,0,8
2,fizyamat,D - Гриша после дискотеки,1,1
2,fizz.buzz,A - $k$-я имперская порядковая статистика,0,4
2,fizz.buzz,A - $k$-я имперская порядковая статистика,1,1
2,fizz.buzz,B - Сортировка подсчетом,1,1
2,fizz.buzz,C - Цифровая сортировка,1,1
2,fizz.buzz,D - Гриша после дискотеки,0,1
2,fizz.buzz,D - Гриша после дискотеки,1,1
2,folkl,A - $k$-я имперская порядковая статистика,0,4
2,folkl,A - $k$-я имперская порядковая статистика,1,1
2,folkl,B - Сортировка подсчетом,0,12
2,folkl,B - Сортировка подсчетом,1,1
2,folkl,C - Цифровая сортировка,1,1
2,folkl,D - Гриша после дискотеки,0,5
2,folkl,D - Гриша после дискотеки,1,1
2,fomin.fyodor,A - $k$-я имперская порядковая статистика,0,1
2,fomin.fyodor,A - $k$-я имперская порядковая статистика,1,1
2,fomin.fyodor,B - Сортировка подсчетом,0,1
2,fomin.fyodor,B - Сортировка подсчетом,1,1
2,fomin.fyodor,C - Цифровая сортировка,1,1
2,fomin.fyodor,D - Гриша после дискотеки,0,6
2,fomin.fyodor,D - Гриша после дискотеки,1,1
2,frantotti,A - $k$-я имперская порядковая статистика,0,2
2,frantotti,A - $k$-я имперская порядковая статистика,1,1
2,frantotti,B - Сортировка подсчетом,0,1
2,frantotti,B - Сортировка подсчетом,1,1
2,frantotti,C - Цифровая сортировка,0,1
2,frantotti,C - Цифровая сортировка,1,1
2,frantotti,D - Гриша после дискотеки,0,8
2,frantotti,D - Гриша после дискотеки,1,1
2,garistvlad,A - $k$-я имперская порядковая статистика,0,6
2,garistvlad,A - $k$-я имперская порядковая статистика,1,1
2,garistvlad,B - Сортировка подсчетом,0,2
2,garistvlad,B - Сортировка подсчетом,1,1
2,garistvlad,C - Цифровая сортировка,0,2
2,garistvlad,C - Цифровая сортировка,1,1
2,garistvlad,D - Гриша после дискотеки,0,2
2,garistvlad,D - Гриша после дискотеки,1,1
2,gimme_danger,A - $k$-я имперская порядковая статистика,0,1
2,gimme_danger,A - $k$-я имперская порядковая статистика,1,1
2,gimme_danger,B - Сортировка подсчетом,1,1
2,gimme_danger,C - Цифровая сортировка,1,1
2,gimme_danger,D - Гриша после дискотеки,0,2
2,gimme_danger,D - Гриша после дискотеки,1,1
2,gosix22,A - $k$-я имперская порядковая статистика,0,6
2,gosix22,A - $k$-я имперская порядковая статистика,1,1
2,gosix22,B - Сортировка подсчетом,0,2
2,gosix22,B - Сортировка подсчетом,1,1
2,gosix22,C - Цифровая сортировка,0,1
2,gosix22,C - Цифровая сортировка,1,1
2,gosix22,D - Гриша после дискотеки,0,2
2,gosix22,D - Гриша после дискотеки,1,1
2,hanna_by,A - $k$-я имперская порядковая статистика,0,2
2,hanna_by,A - $k$-я имперская порядковая статистика,1,1
2,hanna_by,B - Сортировка подсчетом,1,1
2,hanna_by,C - Цифровая сортировка,1,1
2,hanna_by,D - Гриша после дискотеки,0,2
2,hanna_by,D - Гриша после дискотеки,1,1
2,happycookie,A - $k$-я имперская порядковая статистика,0,12
2,happycookie,A - $k$-я имперская порядковая статистика,1,1
2,happycookie,B - Сортировка подсчетом,1,1
2,happycookie,C - Цифровая сортировка,1,1
2,happycookie,D - Гриша после дискотеки,0,12
2,happycookie,D - Гриша после дискотеки,1,1
2,happyhooter,A - $k$-я имперская порядковая статистика,0,3
2,happyhooter,A - $k$-я имперская порядковая статистика,1,1
2,happyhooter,B - Сортировка подсчетом,1,1
2,happyhooter,C - Цифровая сортировка,1,1
2,happyhooter,D - Гриша после дискотеки,0,21
2,happyhooter,D - Гриша после дискотеки,1,1
2,heaphop,A - $k$-я имперская порядковая статистика,0,4
2,heaphop,A - $k$-я имперская порядковая статистика,1,1
2,heaphop,B - Сортировка подсчетом,1,1
2,heaphop,C - Цифровая сортировка,1,1
2,iavdonin,A - $k$-я имперская порядковая статистика,0,4
2,iavdonin,A - $k$-я имперская порядковая статистика,1,1
2,iavdonin,B - Сортировка подсчетом,0,1
2,iavdonin,B - Сортировка подсчетом,1,1
2,iavdonin,C - Цифровая сортировка,0,3
2,iavdonin,C - Цифровая сортировка,1,1
2,ildarcho,A - $k$-я имперская порядковая статистика,0,2
2,ildarcho,A - $k$-я имперская порядковая статистика,1,1
2,ildarcho,B - Сортировка подсчетом,1,1
2,ildarcho,C - Цифровая сортировка,1,1
2,ildarcho,D - Гриша после дискотеки,0,1
2,ildarcho,D - Гриша после дискотеки,1,1
2,ilya_milyutin,A - $k$-я имперская порядковая статистика,0,3
2,ilya_milyutin,A - $k$-я имперская порядковая статистика,1,1
2,ilya_milyutin,B - Сортировка подсчетом,0,1
2,ilya_milyutin,B - Сортировка подсчетом,1,1
2,ilya_milyutin,C - Цифровая сортировка,1,1
2,impersonalis,A - $k$-я имперская порядковая статистика,0,10
2,impersonalis,A - $k$-я имперская порядковая статистика,1,1
2,impersonalis,B - Сортировка подсчетом,0,1
2,impersonalis,B - Сортировка подсчетом,1,1
2,impersonalis,C - Цифровая сортировка,1,1
2,impersonalis,D - Гриша после дискотеки,0,20
2,impersonalis,D - Гриша после дискотеки,1,1
2,indigo7,A - $k$-я имперская порядковая статистика,0,2
2,ioiein,A - $k$-я имперская порядковая статистика,0,5
2,ioiein,A - $k$-я имперская порядковая статистика,1,1
2,ioiein,B - Сортировка подсчетом,0,1
2,ioiein,B - Сортировка подсчетом,1,1
2,ioiein,C - Цифровая сортировка,1,1
2,ioiein,D - Гриша после дискотеки,0,5
2,ioiein,D - Гриша после дискотеки,1,1
2,irina_shch,A - $k$-я имперская порядковая статистика,0,14
2,irina_shch,A - $k$-я имперская порядковая статистика,1,1
2,irina_shch,B - Сортировка подсчетом,1,1
2,irina_shch,C - Цифровая сортировка,1,1
2,irina_shch,D - Гриша после дискотеки,1,1
2,irinka_ta,A - $k$-я имперская порядковая статистика,0,1
2,irinka_ta,A - $k$-я имперская порядковая статистика,1,1
2,irinka_ta,B - Сортировка подсчетом,1,1
2,ivangood67,A - $k$-я имперская порядковая статистика,0,7
2,ivangood67,A - $k$-я имперская порядковая статистика,1,1
2,ivangood67,B - Сортировка подсчетом,1,1
2,ivangood67,C - Цифровая сортировка,1,1
2,ivangood67,D - Гриша после дискотеки,1,1
2,ivkonst,A - $k$-я имперская порядковая статистика,1,1
2,ivkonst,B - Сортировка подсчетом,1,1
2,kadetfrolov,A - $k$-я имперская порядковая статистика,0,1
2,kadetfrolov,A - $k$-я имперская порядковая статистика,1,1
2,kadetfrolov,B - Сортировка подсчетом,1,1
2,kadetfrolov,C - Цифровая сортировка,1,1
2,kadetfrolov,D - Гриша после дискотеки,1,1
2,kaip,A - $k$-я имперская порядковая статистика,0,9
2,kaip,A - $k$-я имперская порядковая статистика,1,1
2,kaip,B - Сортировка подсчетом,1,1
2,kaip,C - Цифровая сортировка,1,1
2,kaip,D - Гриша после дискотеки,0,10
2,kapibaara,A - $k$-я имперская порядковая статистика,0,12
2,kapibaara,A - $k$-я имперская порядковая статистика,1,1
2,kapibaara,B - Сортировка подсчетом,1,1
2,kapibaara,C - Цифровая сортировка,1,1
2,kat6123,A - $k$-я имперская порядковая статистика,0,8
2,kat6123,A - $k$-я имперская порядковая статистика,1,1
2,kat6123,B - Сортировка подсчетом,0,2
2,kat6123,B - Сортировка подсчетом,1,1
2,kat6123,C - Цифровая сортировка,1,1
2,kat6123,D - Гриша после дискотеки,0,2
2,kat6123,D - Гриша после дискотеки,1,1
2,kay_si,A - $k$-я имперская порядковая статистика,0,115
2,kay_si,B - Сортировка подсчетом,0,18
2,kay_si,B - Сортировка подсчетом,1,1
2,kay_si,C - Цифровая сортировка,1,1
2,kbrodt,A - $k$-я имперская порядковая статистика,0,9
2,kbrodt,A - $k$-я имперская порядковая статистика,1,1
2,kbrodt,B - Сортировка подсчетом,1,1
2,kbrodt,C - Цифровая сортировка,0,3
2,kbrodt,C - Цифровая сортировка,1,1
2,kbrodt,D - Гриша после дискотеки,0,4
2,kbrodt,D - Гриша после дискотеки,1,1
2,kepolol,A - $k$-я имперская порядковая статистика,0,10
2,kepolol,A - $k$-я имперская порядковая статистика,1,1
2,kepolol,B - Сортировка подсчетом,1,1
2,kepolol,C - Цифровая сортировка,0,4
2,kepolol,C - Цифровая сортировка,1,1
2,kepolol,D - Гриша после дискотеки,0,6
2,ketzer,A - $k$-я имперская порядковая статистика,0,8
2,ketzer,A - $k$-я имперская порядковая статистика,1,1
2,ketzer,B - Сортировка подсчетом,1,1
2,ketzer,C - Цифровая сортировка,1,1
2,ketzer,D - Гриша после дискотеки,0,1
2,ketzer,D - Гриша после дискотеки,1,1
2,kpotoh,A - $k$-я имперская порядковая статистика,0,4
2,kpotoh,A - $k$-я имперская порядковая статистика,1,1
2,kpotoh,B - Сортировка подсчетом,0,1
2,kpotoh,B - Сортировка подсчетом,1,1
2,kpotoh,C - Цифровая сортировка,0,1
2,kpotoh,C - Цифровая сортировка,1,1
2,kpotoh,D - Гриша после дискотеки,1,1
2,krtch,A - $k$-я имперская порядковая статистика,0,2
2,krtch,B - Сортировка подсчетом,1,1
2,krtch,D - Гриша после дискотеки,0,6
2,krveronika0191,A - $k$-я имперская порядковая статистика,0,2
2,krveronika0191,A - $k$-я имперская порядковая статистика,1,1
2,krveronika0191,B - Сортировка подсчетом,0,8
2,krveronika0191,B - Сортировка подсчетом,1,1
2,krveronika0191,C - Цифровая сортировка,1,1
2,krveronika0191,D - Гриша после дискотеки,0,5
2,krveronika0191,D - Гриша после дискотеки,1,1
2,ksizova,A - $k$-я имперская порядковая статистика,1,1
2,ksizova,B - Сортировка подсчетом,1,1
2,ksizova,C - Цифровая сортировка,1,1
